id,employee_code,employee_name,age,gender,city,department,job_role,education,employment_type,joining_date,experience_years,salary,performance_rating,projects_completed,status
207,EMP00207,Employee_00207,37,Male,Delhi,HR,Accountant,B.Com,Full-Time,2026-04-01,0,53151,3.2,4,On Leave
208,EMP00208,Employee_00208,22,Male,Bengaluru,Sales,Executive,MBA,Full-Time,2022-02-19,3,88375,3.1,9,Inactive
209,EMP00209,Employee_00209,21,Male,Vijayawada,Sales,Executive,MBA,Full-Time,2023-05-26,2,73524,4.8,11,On Leave
210,EMP00210,Employee_00210,45,Female,Mumbai,Marketing,Support Engineer,MCA,Part-Time,2023-08-10,2,92202,3.1,8,Inactive
211,EMP00211,Employee_00211,44,Male,Delhi,Operations,HR Executive,B.Tech,Contract,2021-02-07,4,141074,4.3,5,Active
212,EMP00212,Employee_00212,21,Female,Mumbai,Finance,Executive,B.Com,Full-Time,2021-08-20,4,86360,3.7,9,Inactive
213,EMP00213,Employee_00213,28,Female,Mumbai,Admin,Accountant,MBA,Full-Time,2026-05-22,0,148888,3.7,10,On Leave
214,EMP00214,Employee_00214,26,Male,Kolkata,IT,Developer,B.Tech,Contract,2023-12-13,2,54689,4.2,7,Active
215,EMP00215,Employee_00215,34,Male,Chennai,IT,Executive,MCA,Part-Time,2020-01-27,5,54042,4.5,3,Inactive
216,EMP00216,Employee_00216,40,Male,Kolkata,Support,Developer,B.Tech,Contract,2020-09-04,5,144669,4.0,0,On Leave
217,EMP00217,Employee_00217,38,Female,Chennai,HR,Analyst,MCA,Full-Time,2023-01-30,2,93153,2.1,11,Active
218,EMP00218,Employee_00218,40,Female,Bengaluru,Operations,HR Executive,MBA,Contract,2022-02-25,3,84169,4.4,4,Active
219,EMP00219,Employee_00219,30,Male,Bengaluru,Support,HR Executive,MBA,Contract,2022-07-14,3,39133,4.0,10,Inactive
220,EMP00220,Employee_00220,41,Female,Guntur,Operations,Analyst,MCA,Full-Time,2020-08-17,5,20477,4.1,1,Active
221,EMP00221,Employee_00221,43,Female,Kolkata,IT,Manager,B.Com,Full-Time,2022-05-15,3,142649,2.8,1,Active
222,EMP00222,Employee_00222,45,Male,Kochi,Sales,HR Executive,M.Tech,Contract,2021-08-13,4,122410,4.8,4,Inactive
223,EMP00223,Employee_00223,45,Male,Kolkata,Operations,Developer,B.Tech,Part-Time,2024-04-21,1,54687,4.4,11,Active
224,EMP00224,Employee_00224,31,Male,Mumbai,Admin,Accountant,B.Sc,Part-Time,2020-11-07,5,121993,4.9,5,On Leave
225,EMP00225,Employee_00225,34,Female,Bengaluru,Marketing,Executive,M.Tech,Full-Time,2024-03-17,1,66690,4.0,10,Active
226,EMP00226,Employee_00226,25,Male,Guntur,Operations,Support Engineer,B.Tech,Full-Time,2023-01-02,3,117614,4.1,10,Active
227,EMP00227,Employee_00227,35,Male,Bengaluru,Finance,HR Executive,MBA,Contract,2023-06-16,2,112350,4.3,1,On Leave
228,EMP00228,Employee_00228,34,Male,Kochi,Operations,HR Executive,B.Tech,Part-Time,2025-09-29,0,45077,2.1,5,Inactive
229,EMP00229,Employee_00229,45,Male,Kochi,Finance,HR Executive,B.Sc,Full-Time,2024-05-07,1,40203,4.2,8,Inactive
230,EMP00230,Employee_00230,29,Female,Mumbai,Support,Tester,MBA,Full-Time,2023-05-18,2,147269,2.4,2,Inactive
231,EMP00231,Employee_00231,28,Female,Bengaluru,Finance,Tester,B.Tech,Part-Time,2022-10-27,3,147971,3.8,3,Inactive
232,EMP00232,Employee_00232,31,Male,Mumbai,Operations,Executive,MBA,Part-Time,2024-04-05,1,133401,3.0,10,Active
233,EMP00233,Employee_00233,31,Female,Kochi,Sales,Support Engineer,MBA,Part-Time,2024-06-19,1,94401,4.2,10,Inactive
234,EMP00234,Employee_00234,24,Male,Kolkata,IT,Accountant,M.Tech,Full-Time,2024-02-04,1,70376,3.8,8,Inactive
235,EMP00235,Employee_00235,43,Female,Vijayawada,Finance,Tester,B.Sc,Part-Time,2023-04-08,2,36129,4.5,12,On Leave
236,EMP00236,Employee_00236,43,Female,Kochi,Admin,HR Executive,MCA,Contract,2021-09-23,4,128920,4.4,1,On Leave
237,EMP00237,Employee_00237,38,Male,Bengaluru,Sales,Support Engineer,B.Sc,Contract,2024-09-09,1,27637,4.4,5,On Leave
238,EMP00238,Employee_00238,39,Female,Bengaluru,IT,Analyst,B.Com,Full-Time,2020-06-30,5,122757,4.9,5,On Leave
239,EMP00239,Employee_00239,38,Female,Kochi,Finance,Support Engineer,B.Tech,Part-Time,2025-10-25,0,75942,3.3,6,Active
240,EMP00240,Employee_00240,34,Male,Delhi,Marketing,Support Engineer,MBA,Full-Time,2023-04-25,2,40506,2.3,11,On Leave
241,EMP00241,Employee_00241,32,Female,Delhi,HR,Tester,B.Tech,Contract,2025-06-01,0,142823,2.3,11,Active
242,EMP00242,Employee_00242,31,Male,Kolkata,Finance,Manager,B.Com,Contract,2020-04-02,5,46668,4.0,2,Inactive
243,EMP00243,Employee_00243,28,Female,Guntur,IT,Executive,MBA,Contract,2025-03-07,0,124180,3.9,2,Inactive
244,EMP00244,Employee_00244,21,Male,Kochi,HR,Manager,B.Com,Part-Time,2024-05-11,1,74307,2.6,12,Active
245,EMP00245,Employee_00245,24,Female,Kochi,Support,HR Executive,MCA,Full-Time,2025-02-17,0,86774,4.0,7,Inactive
246,EMP00246,Employee_00246,35,Female,Kochi,HR,Manager,B.Com,Full-Time,2023-12-12,2,63227,4.4,11,Active
247,EMP00247,Employee_00247,24,Female,Guntur,Finance,HR Executive,MBA,Full-Time,2023-06-04,2,65984,3.1,2,Inactive
248,EMP00248,Employee_00248,43,Female,Chennai,Finance,Support Engineer,MBA,Contract,2026-01-10,0,63412,3.7,7,Active
249,EMP00249,Employee_00249,21,Female,Guntur,Admin,HR Executive,M.Tech,Part-Time,2024-01-10,1,145037,2.4,6,Inactive
250,EMP00250,Employee_00250,23,Female,Hyderabad,Marketing,Executive,MCA,Part-Time,2021-11-16,4,26089,4.4,3,Active
251,EMP00251,Employee_00251,39,Male,Mumbai,Operations,Developer,M.Tech,Part-Time,2025-02-16,0,147843,3.6,1,On Leave
252,EMP00252,Employee_00252,34,Male,Mumbai,IT,Accountant,B.Com,Part-Time,2022-06-14,3,44847,4.2,10,Active
253,EMP00253,Employee_00253,24,Female,Kochi,Support,Manager,MCA,Full-Time,2024-12-03,1,80113,2.6,11,Active
254,EMP00254,Employee_00254,22,Male,Delhi,Marketing,Tester,MCA,Part-Time,2022-04-27,3,109964,3.6,9,On Leave
255,EMP00255,Employee_00255,25,Male,Chennai,Sales,Manager,M.Tech,Part-Time,2021-01-25,4,125897,4.8,4,Active
256,EMP00256,Employee_00256,36,Female,Guntur,Admin,Analyst,M.Tech,Full-Time,2024-05-27,1,55269,3.7,4,Inactive
257,EMP00257,Employee_00257,44,Female,Vijayawada,Operations,Developer,M.Tech,Full-Time,2025-10-12,0,90935,4.1,5,On Leave
258,EMP00258,Employee_00258,41,Female,Pune,Support,Executive,MBA,Part-Time,2025-02-20,0,111905,4.6,12,Inactive
259,EMP00259,Employee_00259,31,Female,Hyderabad,IT,Analyst,M.Tech,Part-Time,2023-03-07,2,52234,3.7,7,Active
260,EMP00260,Employee_00260,26,Male,Chennai,Marketing,Manager,B.Com,Full-Time,2021-05-23,4,133680,3.4,6,On Leave
261,EMP00261,Employee_00261,29,Male,Hyderabad,Support,Tester,M.Tech,Contract,2024-01-16,1,39606,3.1,10,Active
262,EMP00262,Employee_00262,41,Male,Vijayawada,HR,Manager,MCA,Full-Time,2024-10-24,1,41907,4.1,0,On Leave
263,EMP00263,Employee_00263,21,Female,Chennai,Admin,Analyst,B.Sc,Part-Time,2024-12-27,1,20113,4.1,1,Active
264,EMP00264,Employee_00264,24,Male,Guntur,Finance,Manager,B.Tech,Contract,2021-02-23,4,100143,3.1,4,On Leave
265,EMP00265,Employee_00265,40,Male,Chennai,Support,Accountant,B.Sc,Full-Time,2020-02-04,5,61022,3.3,11,Active
266,EMP00266,Employee_00266,45,Female,Guntur,Operations,Manager,B.Sc,Part-Time,2021-07-27,4,50284,3.8,6,On Leave
267,EMP00267,Employee_00267,28,Male,Mumbai,Sales,Executive,M.Tech,Part-Time,2020-12-11,5,92690,4.3,11,Inactive
268,EMP00268,Employee_00268,28,Female,Kochi,HR,Developer,B.Com,Part-Time,2020-08-11,5,147731,3.2,3,Active
269,EMP00269,Employee_00269,39,Male,Vijayawada,HR,Developer,MCA,Full-Time,2024-05-03,1,128326,3.1,10,Active
270,EMP00270,Employee_00270,27,Female,Kolkata,Marketing,HR Executive,MBA,Contract,2022-12-09,3,28440,4.8,12,Inactive
271,EMP00271,Employee_00271,41,Male,Kolkata,Sales,Manager,MCA,Part-Time,2020-12-03,5,58024,2.8,4,Inactive
272,EMP00272,Employee_00272,30,Male,Pune,HR,HR Executive,B.Tech,Part-Time,2020-09-27,5,132684,4.2,3,On Leave
273,EMP00273,Employee_00273,30,Male,Hyderabad,Finance,Accountant,B.Com,Contract,2020-08-13,5,64044,2.4,11,On Leave
274,EMP00274,Employee_00274,26,Female,Bengaluru,IT,Support Engineer,MBA,Part-Time,2022-11-27,3,115483,2.4,12,On Leave
275,EMP00275,Employee_00275,29,Female,Hyderabad,Admin,Manager,B.Com,Full-Time,2020-09-18,5,38203,3.5,8,Inactive
276,EMP00276,Employee_00276,39,Male,Hyderabad,IT,Executive,B.Tech,Part-Time,2021-02-25,4,48234,2.7,8,Inactive
277,EMP00277,Employee_00277,25,Female,Pune,Operations,Executive,MBA,Contract,2024-04-17,1,64913,4.8,0,Inactive
278,EMP00278,Employee_00278,23,Male,Chennai,Sales,Developer,MBA,Full-Time,2023-01-16,2,115729,2.4,10,Inactive
279,EMP00279,Employee_00279,45,Female,Hyderabad,Operations,Executive,B.Com,Contract,2023-03-02,2,99447,3.0,8,Inactive
280,EMP00280,Employee_00280,35,Male,Kolkata,Sales,Manager,B.Tech,Part-Time,2022-09-20,3,114540,3.8,7,Active
281,EMP00281,Employee_00281,38,Male,Delhi,IT,HR Executive,M.Tech,Contract,2022-08-12,3,108812,3.9,11,Inactive
282,EMP00282,Employee_00282,27,Male,Mumbai,HR,Developer,B.Sc,Contract,2021-03-01,4,80434,3.3,0,Inactive
283,EMP00283,Employee_00283,35,Male,Guntur,HR,Developer,MBA,Contract,2024-03-05,1,40256,3.7,8,Active
284,EMP00284,Employee_00284,30,Female,Delhi,Operations,Accountant,B.Com,Full-Time,2022-08-27,3,86417,4.6,12,Active
285,EMP00285,Employee_00285,25,Female,Vijayawada,Operations,HR Executive,B.Tech,Contract,2022-04-10,3,46566,2.5,2,Inactive
286,EMP00286,Employee_00286,35,Male,Chennai,Marketing,Developer,B.Sc,Part-Time,2022-04-30,3,98821,3.4,1,Active
287,EMP00287,Employee_00287,43,Male,Mumbai,Marketing,Manager,B.Tech,Part-Time,2021-01-08,4,83069,4.9,6,Inactive
288,EMP00288,Employee_00288,44,Male,Bengaluru,IT,Developer,B.Sc,Full-Time,2026-03-27,0,83497,2.3,1,Active
289,EMP00289,Employee_00289,32,Male,Hyderabad,HR,Executive,M.Tech,Part-Time,2024-06-28,1,40030,3.7,4,Active
290,EMP00290,Employee_00290,31,Male,Chennai,Support,HR Executive,MBA,Full-Time,2021-01-11,4,50119,2.1,7,Inactive
291,EMP00291,Employee_00291,26,Female,Mumbai,Admin,Manager,B.Tech,Contract,2024-10-13,1,110784,2.6,2,On Leave
292,EMP00292,Employee_00292,41,Female,Hyderabad,HR,Tester,MBA,Full-Time,2022-10-03,3,95360,3.5,8,Inactive
293,EMP00293,Employee_00293,41,Male,Guntur,Operations,Accountant,MCA,Part-Time,2022-03-27,3,83312,3.9,12,Inactive
294,EMP00294,Employee_00294,37,Male,Delhi,Sales,Developer,B.Com,Full-Time,2026-05-05,0,102306,3.2,2,Inactive
295,EMP00295,Employee_00295,32,Male,Pune,Marketing,Developer,B.Sc,Contract,2025-12-08,0,79017,4.9,1,Inactive
296,EMP00296,Employee_00296,26,Female,Kochi,IT,Support Engineer,MCA,Contract,2023-12-24,2,64163,2.7,5,Active
297,EMP00297,Employee_00297,27,Female,Hyderabad,HR,Developer,B.Sc,Contract,2026-04-25,0,147034,3.6,2,Active
298,EMP00298,Employee_00298,37,Male,Chennai,Operations,Manager,B.Com,Full-Time,2020-03-22,5,143301,2.0,9,Active
299,EMP00299,Employee_00299,39,Female,Bengaluru,Operations,HR Executive,MCA,Full-Time,2021-08-28,4,55133,4.3,8,Inactive
300,EMP00300,Employee_00300,31,Female,Vijayawada,Operations,Manager,M.Tech,Contract,2023-05-21,2,53769,4.9,11,On Leave
301,EMP00301,Employee_00301,28,Female,Chennai,Finance,Developer,M.Tech,Contract,2024-01-01,2,63967,3.1,11,Inactive
302,EMP00302,Employee_00302,22,Male,Kochi,HR,Accountant,B.Sc,Part-Time,2026-05-13,0,65731,3.8,12,On Leave
303,EMP00303,Employee_00303,28,Male,Delhi,Admin,Developer,B.Com,Full-Time,2020-11-14,5,108914,4.9,2,Active
304,EMP00304,Employee_00304,32,Male,Hyderabad,Support,Accountant,M.Tech,Part-Time,2020-10-04,5,85281,4.4,11,Active
305,EMP00305,Employee_00305,36,Male,Vijayawada,Sales,Manager,MBA,Full-Time,2024-08-22,1,117277,3.1,6,Active
306,EMP00306,Employee_00306,21,Male,Delhi,Finance,HR Executive,B.Sc,Contract,2023-04-22,2,101549,2.8,1,Active
307,EMP00307,Employee_00307,23,Female,Hyderabad,Support,Manager,MCA,Part-Time,2026-02-18,0,106591,3.8,9,Active
308,EMP00308,Employee_00308,24,Female,Kolkata,Marketing,Tester,B.Com,Full-Time,2020-08-07,5,104794,2.6,3,Active
309,EMP00309,Employee_00309,33,Male,Guntur,HR,Tester,M.Tech,Contract,2020-07-22,5,146699,2.5,5,On Leave
310,EMP00310,Employee_00310,27,Female,Bengaluru,Admin,Analyst,B.Com,Part-Time,2025-05-21,0,43424,2.1,2,Inactive
311,EMP00311,Employee_00311,42,Female,Chennai,Operations,HR Executive,B.Com,Full-Time,2025-06-26,0,87469,2.3,8,Inactive
312,EMP00312,Employee_00312,29,Female,Kochi,IT,Manager,M.Tech,Contract,2020-07-01,5,133275,3.4,3,Active
313,EMP00313,Employee_00313,42,Male,Kolkata,IT,HR Executive,MCA,Part-Time,2020-12-17,5,108122,4.4,6,On Leave
314,EMP00314,Employee_00314,39,Female,Hyderabad,Finance,Analyst,MBA,Full-Time,2025-04-28,0,79772,3.4,1,Active
315,EMP00315,Employee_00315,27,Female,Pune,Finance,Tester,B.Com,Contract,2022-05-17,3,51078,2.1,1,Active
316,EMP00316,Employee_00316,33,Female,Hyderabad,Support,Analyst,MBA,Full-Time,2020-12-22,5,122164,3.7,4,Active
317,EMP00317,Employee_00317,39,Male,Mumbai,Operations,HR Executive,B.Com,Part-Time,2026-05-09,0,44267,4.8,9,On Leave
318,EMP00318,Employee_00318,39,Female,Chennai,Support,Developer,MBA,Part-Time,2025-06-11,0,142006,2.1,4,On Leave
319,EMP00319,Employee_00319,22,Male,Delhi,Marketing,Tester,B.Com,Part-Time,2022-08-31,3,142575,4.8,5,On Leave
320,EMP00320,Employee_00320,28,Female,Delhi,Marketing,HR Executive,MCA,Contract,2021-02-06,4,53228,2.9,11,Active
321,EMP00321,Employee_00321,35,Female,Kolkata,Operations,Developer,MCA,Full-Time,2022-02-08,3,73414,4.7,6,Active
322,EMP00322,Employee_00322,43,Male,Chennai,Sales,Executive,B.Tech,Full-Time,2023-06-28,2,123744,2.4,8,Active
323,EMP00323,Employee_00323,22,Female,Vijayawada,Support,Analyst,M.Tech,Full-Time,2025-02-12,0,112470,4.1,4,Active
324,EMP00324,Employee_00324,36,Female,Delhi,Finance,Tester,M.Tech,Contract,2024-03-05,1,134943,2.5,7,Active
325,EMP00325,Employee_00325,21,Male,Pune,Sales,Executive,B.Com,Contract,2023-03-13,2,119335,2.1,9,Inactive
326,EMP00326,Employee_00326,21,Male,Kochi,IT,Executive,B.Com,Contract,2025-10-03,0,20332,3.4,2,Inactive
327,EMP00327,Employee_00327,34,Female,Pune,Admin,Tester,M.Tech,Contract,2023-02-01,2,116690,4.6,7,On Leave
328,EMP00328,Employee_00328,39,Female,Kolkata,Marketing,Tester,M.Tech,Full-Time,2024-06-14,1,44820,2.0,10,Inactive
329,EMP00329,Employee_00329,31,Female,Mumbai,Sales,Manager,MCA,Full-Time,2020-09-18,5,90478,3.9,4,Active
330,EMP00330,Employee_00330,42,Male,Vijayawada,Marketing,Tester,MBA,Part-Time,2024-07-13,1,101777,4.0,11,Inactive
331,EMP00331,Employee_00331,39,Male,Kolkata,Admin,Support Engineer,MCA,Part-Time,2020-05-24,5,67785,3.0,11,Active
332,EMP00332,Employee_00332,26,Female,Kolkata,Finance,Support Engineer,M.Tech,Full-Time,2026-04-05,0,95013,2.3,2,Active
333,EMP00333,Employee_00333,28,Female,Mumbai,Marketing,Accountant,B.Tech,Part-Time,2023-12-26,2,98500,3.3,5,Active
334,EMP00334,Employee_00334,39,Male,Guntur,Marketing,HR Executive,B.Tech,Full-Time,2026-07-18,0,36668,3.4,3,Active
335,EMP00335,Employee_00335,31,Male,Delhi,Finance,Analyst,MBA,Part-Time,2022-03-31,3,125267,5.0,7,On Leave
336,EMP00336,Employee_00336,31,Male,Chennai,Finance,Accountant,B.Tech,Full-Time,2021-12-25,4,33207,2.0,4,On Leave
337,EMP00337,Employee_00337,41,Female,Hyderabad,IT,Executive,M.Tech,Part-Time,2024-11-11,1,130567,3.2,7,Active
338,EMP00338,Employee_00338,45,Male,Pune,Operations,Tester,B.Sc,Full-Time,2023-08-12,2,67958,2.1,0,Inactive
339,EMP00339,Employee_00339,39,Female,Mumbai,Admin,Support Engineer,MBA,Contract,2025-08-23,0,98246,2.5,0,Active
340,EMP00340,Employee_00340,36,Female,Hyderabad,Sales,Executive,M.Tech,Full-Time,2023-11-04,2,112175,4.3,2,Active
341,EMP00341,Employee_00341,39,Male,Guntur,Marketing,Developer,MCA,Full-Time,2020-03-30,5,62298,2.4,11,On Leave
342,EMP00342,Employee_00342,41,Female,Vijayawada,Support,Analyst,MCA,Part-Time,2021-03-18,4,23175,2.1,1,Inactive
343,EMP00343,Employee_00343,27,Male,Kolkata,Marketing,Manager,MBA,Full-Time,2021-09-19,4,20439,2.9,10,On Leave
344,EMP00344,Employee_00344,30,Male,Kochi,Sales,Tester,MCA,Full-Time,2021-04-27,4,47887,4.4,7,Inactive
345,EMP00345,Employee_00345,30,Male,Vijayawada,Operations,Executive,B.Tech,Full-Time,2024-08-05,1,60040,2.1,7,On Leave
346,EMP00346,Employee_00346,24,Male,Bengaluru,Marketing,Executive,MBA,Part-Time,2020-12-30,5,147526,2.4,1,Inactive
347,EMP00347,Employee_00347,22,Female,Delhi,Operations,HR Executive,M.Tech,Full-Time,2025-03-16,0,44164,4.4,0,Active
348,EMP00348,Employee_00348,21,Female,Delhi,Admin,Tester,M.Tech,Full-Time,2020-07-06,5,54279,4.0,2,Inactive
349,EMP00349,Employee_00349,26,Female,Guntur,Admin,HR Executive,M.Tech,Full-Time,2023-11-04,2,47840,3.2,7,Active
350,EMP00350,Employee_00350,43,Male,Guntur,Admin,Accountant,B.Sc,Contract,2021-06-26,4,33373,4.9,2,Inactive
351,EMP00351,Employee_00351,40,Male,Vijayawada,Admin,Analyst,MBA,Part-Time,2024-01-08,1,25554,4.6,11,Active
352,EMP00352,Employee_00352,29,Male,Delhi,HR,HR Executive,M.Tech,Contract,2020-09-16,5,100375,2.0,10,Active
353,EMP00353,Employee_00353,32,Male,Hyderabad,Finance,Accountant,MBA,Full-Time,2025-05-27,0,118893,2.4,8,Active
354,EMP00354,Employee_00354,31,Male,Kolkata,Sales,HR Executive,MBA,Full-Time,2025-07-06,0,81148,3.0,4,Active
355,EMP00355,Employee_00355,35,Female,Delhi,HR,Accountant,M.Tech,Contract,2025-02-23,0,135466,2.3,7,Active
356,EMP00356,Employee_00356,33,Male,Bengaluru,Marketing,Executive,M.Tech,Contract,2021-02-24,4,126092,2.1,8,Inactive
357,EMP00357,Employee_00357,32,Female,Kolkata,Admin,Support Engineer,M.Tech,Part-Time,2023-10-28,2,32227,4.4,7,Active
358,EMP00358,Employee_00358,45,Female,Kolkata,Operations,Analyst,B.Tech,Full-Time,2021-02-03,4,76129,2.0,5,Inactive
359,EMP00359,Employee_00359,43,Male,Pune,HR,HR Executive,B.Sc,Part-Time,2021-07-29,4,125272,2.3,9,Active
360,EMP00360,Employee_00360,24,Male,Vijayawada,Admin,Manager,MBA,Full-Time,2023-10-16,2,126650,2.1,10,On Leave
361,EMP00361,Employee_00361,38,Male,Kochi,Finance,Manager,B.Tech,Part-Time,2020-07-17,5,131458,4.5,7,On Leave
362,EMP00362,Employee_00362,37,Male,Mumbai,Support,Support Engineer,B.Com,Part-Time,2023-08-11,2,118837,3.3,9,Active
363,EMP00363,Employee_00363,34,Female,Kolkata,Sales,Executive,B.Sc,Contract,2021-07-19,4,96358,4.5,8,On Leave
364,EMP00364,Employee_00364,42,Male,Kolkata,Operations,Analyst,B.Com,Contract,2023-04-05,2,108516,4.8,2,Inactive
365,EMP00365,Employee_00365,39,Female,Guntur,IT,Analyst,B.Tech,Part-Time,2026-07-15,0,127439,4.0,8,Active
366,EMP00366,Employee_00366,42,Male,Mumbai,Marketing,Manager,B.Tech,Contract,2020-08-05,5,32838,2.6,12,Inactive
367,EMP00367,Employee_00367,45,Male,Kochi,Sales,HR Executive,B.Sc,Contract,2022-04-15,3,26468,3.1,7,On Leave
368,EMP00368,Employee_00368,43,Female,Delhi,IT,Developer,M.Tech,Part-Time,2023-03-24,2,30315,4.8,6,Active
369,EMP00369,Employee_00369,28,Male,Pune,Marketing,Accountant,B.Sc,Contract,2024-12-19,1,114401,4.3,8,Active
370,EMP00370,Employee_00370,26,Female,Kolkata,Marketing,Manager,B.Sc,Contract,2022-02-04,3,49287,3.1,6,Inactive
371,EMP00371,Employee_00371,31,Male,Chennai,Operations,Developer,M.Tech,Contract,2020-01-24,5,140245,4.1,2,On Leave
372,EMP00372,Employee_00372,36,Female,Kolkata,Sales,Manager,MCA,Full-Time,2023-05-18,2,111869,2.2,11,On Leave
373,EMP00373,Employee_00373,34,Male,Delhi,Operations,Support Engineer,B.Com,Full-Time,2021-10-14,4,123753,2.3,3,On Leave
374,EMP00374,Employee_00374,36,Female,Pune,Sales,Developer,M.Tech,Part-Time,2025-12-12,0,20307,2.3,5,Inactive
375,EMP00375,Employee_00375,33,Male,Kolkata,Operations,Accountant,MBA,Full-Time,2021-04-09,4,85263,3.6,4,Inactive
376,EMP00376,Employee_00376,31,Male,Bengaluru,Sales,Executive,M.Tech,Part-Time,2022-02-27,3,39586,4.8,2,Active
377,EMP00377,Employee_00377,38,Male,Hyderabad,Admin,Support Engineer,B.Tech,Full-Time,2022-04-22,3,132094,3.9,1,Active
378,EMP00378,Employee_00378,26,Male,Mumbai,Support,HR Executive,MBA,Contract,2020-08-10,5,84036,3.7,9,Inactive
379,EMP00379,Employee_00379,31,Male,Kochi,HR,Developer,M.Tech,Full-Time,2024-11-08,1,22427,3.2,1,Inactive
380,EMP00380,Employee_00380,24,Male,Mumbai,Admin,HR Executive,MBA,Contract,2025-08-21,0,93978,4.4,4,Active
381,EMP00381,Employee_00381,26,Female,Chennai,Marketing,Support Engineer,B.Tech,Contract,2025-04-25,0,75636,2.4,6,On Leave
382,EMP00382,Employee_00382,24,Female,Kolkata,HR,Tester,B.Sc,Contract,2021-08-02,4,28950,2.0,9,On Leave
383,EMP00383,Employee_00383,27,Male,Chennai,Finance,Executive,MCA,Part-Time,2023-11-09,2,126174,4.7,8,Active
384,EMP00384,Employee_00384,26,Female,Kolkata,HR,Tester,M.Tech,Full-Time,2021-04-14,4,32257,4.6,8,Inactive
385,EMP00385,Employee_00385,27,Male,Pune,HR,Tester,MCA,Full-Time,2021-02-06,4,145714,4.9,5,Active
386,EMP00386,Employee_00386,36,Female,Kochi,Finance,Support Engineer,B.Com,Part-Time,2023-07-25,2,136134,3.0,10,Active
387,EMP00387,Employee_00387,31,Female,Mumbai,Operations,Manager,M.Tech,Contract,2020-01-20,5,82533,4.4,11,Inactive
388,EMP00388,Employee_00388,35,Female,Kolkata,HR,Manager,M.Tech,Contract,2025-05-19,0,134747,3.1,4,Active
389,EMP00389,Employee_00389,25,Male,Bengaluru,IT,Developer,MCA,Contract,2023-02-23,2,69493,2.8,10,Inactive
390,EMP00390,Employee_00390,22,Female,Chennai,Operations,HR Executive,B.Sc,Contract,2022-05-21,3,86319,3.6,8,On Leave
391,EMP00391,Employee_00391,25,Female,Delhi,IT,Executive,MCA,Contract,2023-04-06,2,139818,3.5,1,Active
392,EMP00392,Employee_00392,25,Male,Vijayawada,Operations,Developer,B.Sc,Part-Time,2025-10-06,0,134974,2.5,9,Active
393,EMP00393,Employee_00393,29,Male,Kolkata,Operations,HR Executive,MBA,Part-Time,2020-09-14,5,114845,2.7,10,Active
394,EMP00394,Employee_00394,41,Female,Mumbai,Finance,HR Executive,M.Tech,Part-Time,2020-06-12,5,102953,2.3,8,Inactive
395,EMP00395,Employee_00395,37,Female,Delhi,Operations,Accountant,MBA,Contract,2020-11-14,5,83951,3.1,3,Active
396,EMP00396,Employee_00396,25,Female,Pune,Finance,Manager,B.Sc,Part-Time,2025-08-17,0,133316,2.5,1,On Leave
397,EMP00397,Employee_00397,42,Male,Vijayawada,Admin,Accountant,B.Sc,Contract,2021-04-29,4,78383,3.2,5,Active
398,EMP00398,Employee_00398,21,Male,Chennai,IT,Manager,B.Tech,Full-Time,2024-08-10,1,81876,2.1,9,Inactive
399,EMP00399,Employee_00399,37,Male,Mumbai,HR,Executive,MBA,Contract,2022-01-07,3,124287,3.8,9,Inactive
400,EMP00400,Employee_00400,26,Male,Kochi,Finance,Tester,B.Sc,Contract,2025-05-26,0,75504,4.5,9,On Leave
401,EMP00401,Employee_00401,35,Male,Bengaluru,IT,Executive,MCA,Contract,2023-11-04,2,36046,2.7,6,On Leave
402,EMP00402,Employee_00402,25,Male,Kolkata,HR,Analyst,MBA,Contract,2024-09-15,1,43244,2.5,9,Active
403,EMP00403,Employee_00403,21,Male,Kolkata,Support,Executive,MBA,Part-Time,2026-01-17,0,131114,3.6,5,Inactive
404,EMP00404,Employee_00404,24,Male,Bengaluru,Marketing,HR Executive,B.Com,Full-Time,2026-06-17,0,129539,2.4,7,Active
405,EMP00405,Employee_00405,39,Male,Delhi,Support,Support Engineer,B.Tech,Full-Time,2020-01-30,5,48888,3.6,6,Inactive
